source,_iv,_mfi,_hh,_row
iv,157.93,0.21,0,107.01
ofi,14.6,0.06,0,1.88
nfc,122.33,0.34,0,22.57
mfi,135.17,0.17,0,20.87
icpf,709.28,0.22,0,52.92
govt,14.79,0.01,0,0.8
hh,254.32,1.54,0,230.74
row,141.6,1.43,0,0
