source,_iv,_mfi,_hh,_row
iv,150.12,0.24,0,102.82
ofi,14.18,0.03,0,1.66
nfc,120.06,0.46,0,21.42
mfi,132.99,0.18,0,19.87
icpf,687.72,0.26,0,51
govt,14.54,0.02,0,0.75
hh,248.32,1.69,0,223.92
row,142.38,1.34,0,0
