source,_iv,_mfi,_hh,_row
iv,225.49,0.25,0,171.34
ofi,20.02,0.01,0,3.22
nfc,134.47,0.23,0,26.09
mfi,157.54,0.03,0,16.65
icpf,918.73,0.39,0,74.75
govt,23.36,0.01,0,1.74
hh,329.26,1.08,0,278.12
row,148.82,0.44,0,0
