source,_iv,_mfi,_hh,_row
iv,238.83,0.29,0,189.38
ofi,20.52,0.07,0,2.52
nfc,137.59,0.26,0,32.22
mfi,160.42,0.02,0,16.68
icpf,973.27,0.42,0,75.54
govt,26.32,0.01,0,1.89
hh,352.91,1.03,0,297
row,149.71,0.26,0,0
