source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.48
ofi,0.06,0,0,0.02
nfc,0.05,0.02,0,0.53
mfi,0.68,0.02,0,0.06
icpf,0.74,0.08,0,1.9
govt,0.41,0.03,0,0
hh,1.5,0.41,0,7.55
row,1.48,0,0,0
