source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.5
ofi,0.11,0,0,0.02
nfc,0.08,0.01,0,0.37
mfi,0.66,0.01,0,0.06
icpf,0.8,0.08,0,2.03
govt,0.48,0.03,0,0
hh,1.74,0.45,0,6.58
row,1.51,0,0,0
