source,_iv,_mfi,_hh,_row
iv,0.05,0,0,0.52
ofi,0.05,0,0,0.02
nfc,0.08,0,0,0.76
mfi,0.7,0.02,0,0.09
icpf,0.83,0.08,0,1.73
govt,0.44,0.03,0,0
hh,1.69,0.35,0,10.19
row,1.44,0,0,0
