source,_iv,_mfi,_hh,_row
iv,0.06,0,0,0.56
ofi,0.05,0,0,0.02
nfc,0.08,0,0,0.87
mfi,0.7,0.02,0,0.09
icpf,0.83,0.09,0,1.74
govt,0.38,0.03,0,0
hh,1.74,0.37,0,10.79
row,1.41,0,0,0
