source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.5
ofi,0.11,0.01,0,0.02
nfc,0.07,0.01,0,0.33
mfi,0.5,0.02,0,0.05
icpf,0.8,0.07,0,2.02
govt,0.47,0.03,0,0
hh,1.67,0.51,0,6.08
row,1.68,0,0,0
