source,_iv,_mfi,_hh,_row
iv,0.06,0,0,0.56
ofi,0.05,0,0,0.01
nfc,0.08,0.01,0,0.56
mfi,0.73,0,0,0.09
icpf,0.85,0.1,0,1.66
govt,0.39,0.03,0,0
hh,1.79,0.43,0,8.58
row,1.51,0,0,0
