source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0.03,0,0,0,0,0,0.01,0.01
nfc,3.41,0,0,0.01,0.02,0.01,0.06,0.02
mfi,1.05,0,0,0.15,0,0.03,0.18,8.56
icpf,0.01,0,0,0.01,0,0,0,0.01
govt,0,0,0,0,0,0,0,0
hh,0.25,0,0,0.05,0,0,0,0
row,0.03,0.03,0,0.56,0,0,0,0
