source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0.13
ofi,1.36,0,0,0.07,0,0.16,0.43,0.13
nfc,2.15,0,0.01,0.39,0,0.67,0.11,1.04
mfi,6.91,0.01,0,0.57,0,0.78,6.15,7.99
icpf,0.06,0.02,0,0,0,0.59,0,1.33
govt,0.19,0,0,0.05,0,0.76,0.1,0.51
hh,1.95,0.09,0.05,0.12,0,0.02,0,0.33
row,6.28,0.09,3.25,1.43,0,6.76,0,0
