source,_iv,_mfi,_hh,_row
iv,5.74,0.23,0,16.02
ofi,0,0,0,0
nfc,22.58,1.24,0,14.69
mfi,4.12,0.01,0,0
icpf,8.06,0.37,0,17.5
govt,0.35,0,0,0
hh,138.21,6.53,0,35.67
row,2.56,0.04,0,0
