source,_iv,_mfi,_hh,_row
iv,7.05,0.2,0,20.82
ofi,0,0,0,0
nfc,27.39,0.99,0,15.41
mfi,3.93,0.01,0,0
icpf,9.37,0.33,0,18.48
govt,0.47,0,0,0
hh,159.81,5.89,0,41.3
row,3.04,0.05,0,0
