source,_iv,_mfi,_hh,_row
iv,6.95,0.4,0,53.73
ofi,0,0,0,0
nfc,29.97,0.87,0,15.18
mfi,0.87,0,0,0
icpf,10.63,0.36,0,26.32
govt,0.29,0,0,0
hh,198.31,6.61,0,58.67
row,3.51,0.06,0,0
