source,_iv,_mfi,_hh,_row
iv,6.78,0.39,0,52.53
ofi,0,0,0,0
nfc,28.96,0.75,0,11.72
mfi,0.84,0,0,0
icpf,10.6,0.4,0,29.18
govt,0.18,0,0,0
hh,195.06,7.67,0,56.84
row,3.55,0.06,0,0
