source,_iv,_mfi,_hh,_row
iv,8.68,0.27,0,48.27
ofi,0,0,0,0
nfc,30.39,0.92,0,18.2
mfi,0.94,0.01,0,0
icpf,10.96,0.3,0,20.32
govt,0.33,0,0,0
hh,196.34,5.22,0,60.11
row,3.79,0.06,0,0
