source,_iv,_mfi,_hh,_row
iv,8.19,0.27,0,62.49
ofi,0,0,0,0
nfc,31.49,0.88,0,14.72
mfi,0.74,0.01,0,0
icpf,11.6,0.4,0,33.25
govt,0.15,0,0,0
hh,218.07,7.53,0,69.35
row,3.77,0.06,0,0
