source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,3.67,0,0,0,0,0,0,9.65
ofi,7.58,0,0,0,0,0,11.37,87.51
nfc,14.71,0,0,30.3,0,6.27,0,46.6
mfi,648.51,22.73,0,58.72,1.81,308.23,1413.43,318.64
icpf,21.57,0,0,0,24.38,101.45,77.58,-3.15
govt,44.01,0,0,0,0,12.53,0,99.38
hh,0,0,0,0,0,0,0,0
row,182.72,5.76,0,273.71,3.07,75.4,0,0
