source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,41.94,0,0,0,0,0,2.56,90.28
nfc,180.75,0,0,45.45,0,0,0,96.51
mfi,92.06,0,0,24.21,1.62,89.69,64.95,121.64
icpf,0,0,0,0,21.03,0,0,9.56
govt,27.46,0,0,0,0,1.98,0,8.34
hh,0,0,0,0,0,0,0,0
row,143.91,0,0,187.93,13.84,35.29,0,0
