source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,15.47,3.86,0,61.75,0.16,6.76,30.79,39.6
ofi,961.37,3.27,0,944.32,42,294.1,466.71,1993.77
nfc,1586.15,0.54,0,161.53,1.52,59.12,18.11,823.96
mfi,3244.86,45.45,0,570.66,18.81,1082.04,5298.29,708.8
icpf,60.77,0.88,0,9.63,73.97,101.36,157.63,-21.16
govt,168.34,5.19,0,8.85,10.81,528.92,81.41,54.05
hh,28.75,0.23,0,1.31,0.06,0.72,17.59,0.1
row,1286.55,0,0,2095.47,53.99,163.87,0,0
