source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,4.81,0,0.96
ofi,0,0,0,0,0,2.69,0,0.14
nfc,0,0,0,0,0,0.04,0,0.01
mfi,4.98,0,0,0.06,0,15.69,0,6.38
icpf,0,0,0,0,0,1.34,0,1.13
govt,0,0,0,0,0,0.09,0,0
hh,0,0,0,0,0,1.84,0,0.45
row,-1.84,-1.84,0,0,0,80.77,0,0
