source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,113.85,0,0,4,0.01,5.64,66.91,6.49
nfc,12.32,0,0,0,0,0,0,12.28
mfi,491.32,0,0,74.44,4.43,116.8,577.99,120.42
icpf,0,0,0,0,0,0,0.72,8.15
govt,40.18,0,0,0.01,0.96,43.23,7.11,54.4
hh,0,0,0,0,0,0,0,0
row,90.1,0,61.91,26.36,5.13,50.01,0,0
