source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0,0,0,0,0,0,0.63,0
nfc,0,0,0,0,0,0,0,0
mfi,32.69,0,0,1.71,0.12,0.53,15.87,0.98
icpf,0,0,0,0,0,0.01,0.01,0
govt,0,0,0,0,0,5.39,0.03,0
hh,0,0,0,0,0,0.09,0,0
row,0,0,0,0.59,0,0,0,0
