source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0.05,0.11,0,0.56,0,0.63
ofi,0,0,0,0,0,0.02,0,0
nfc,0,0,0.01,0,0,0.09,0,0
mfi,0.11,0,0.01,0.02,0,2.8,0,20.24
icpf,0.01,0,0.01,0.01,0,0.55,0,3.13
govt,0,0,0,0,0,0.13,0,0
hh,0.15,0,0.36,0.53,0,1.93,0,0.23
row,0.21,0,0.03,0.02,0,0.38,0,0
